age,gender,screen_time,social_media,gaming,sleep,activity,support,platform,source,target
42,Male,3.6166666666666667,1.2666666666666666,,7.9,0.6333333333333333,Unknown,Facebook,df3,0
24,Female,8.016666666666667,2.0,,6.6,0.2,Unknown,WhatsApp,df3,1
32,Male,6.233333333333333,1.5666666666666667,,7.1,0.38333333333333336,Unknown,WhatsApp,df3,1
16,Female,7.45,1.8666666666666667,,6.8,0.25,Unknown,WhatsApp,df3,1
19,Female,8.633333333333333,5.616666666666666,,6.4,0.13333333333333333,Unknown,TikTok,df3,1
23,Female,7.5,4.866666666666666,,6.8,0.25,Unknown,TikTok,df3,1
14,Female,6.716666666666667,4.366666666666666,,7.0,0.3333333333333333,Unknown,TikTok,df3,1
15,Male,6.933333333333334,4.5,,6.9,0.3,Unknown,TikTok,df3,1
31,Female,5.9,3.533333333333333,,7.2,0.4166666666666667,Unknown,YouTube,df3,1
40,Male,4.116666666666666,2.466666666666667,,7.8,0.5833333333333334,Unknown,YouTube,df3,1
24,Male,8.516666666666667,3.4,,6.4,0.15,Unknown,Twitter,df3,1
13,Other,6.383333333333334,2.55,,7.1,0.36666666666666664,Unknown,Twitter,df3,1
35,Female,5.783333333333333,2.9,,7.3,0.4166666666666667,Unknown,Instagram,df3,1
66,Male,3.0,1.5,,8.1,0.7,Unknown,Instagram,df3,1
32,Female,6.4,3.5166666666666666,,7.1,0.36666666666666664,Unknown,Snapchat,df3,1
16,Female,6.666666666666667,2.3333333333333335,,7.0,0.3333333333333333,Unknown,Facebook,df3,1
40,Male,3.8833333333333333,1.3666666666666667,,7.8,0.6166666666666667,Unknown,Facebook,df3,0
37,Male,4.1,1.4333333333333333,,7.8,0.5833333333333334,Unknown,Facebook,df3,1
36,Male,4.316666666666666,1.5166666666666666,,7.7,0.5666666666666667,Unknown,Facebook,df3,1
21,Female,8.283333333333333,2.066666666666667,,6.5,0.16666666666666666,Unknown,WhatsApp,df3,1
24,Other,8.5,2.1333333333333333,,6.4,0.15,Unknown,WhatsApp,df3,1
15,Male,6.366666666666666,1.6,,7.1,0.36666666666666664,Unknown,WhatsApp,df3,1
23,Female,7.583333333333333,1.9,,6.7,0.23333333333333334,Unknown,WhatsApp,df3,1
49,Male,2.55,1.65,,8.2,0.75,Unknown,TikTok,df3,1
25,Male,7.766666666666667,5.05,,6.7,0.21666666666666667,Unknown,TikTok,df3,1
22,Male,7.983333333333333,5.183333333333334,,6.6,0.2,Unknown,TikTok,df3,1
17,Female,7.166666666666667,4.3,,6.8,0.2833333333333333,Unknown,YouTube,df3,1
40,Male,4.383333333333334,2.6333333333333333,,7.7,0.5666666666666667,Unknown,YouTube,df3,1
20,Female,7.433333333333334,2.966666666666667,,6.8,0.25,Unknown,Twitter,df3,1
31,Female,5.65,2.2666666666666666,,7.3,0.43333333333333335,Unknown,Twitter,df3,1
33,Female,6.05,3.033333333333333,,7.2,0.4,Unknown,Instagram,df3,1
34,Male,6.266666666666667,3.1333333333333333,,7.1,0.36666666666666664,Unknown,Instagram,df3,1
13,Male,7.483333333333333,3.7333333333333334,,6.8,0.25,Unknown,Instagram,df3,1
21,Female,8.666666666666666,4.766666666666667,,6.4,0.13333333333333333,Unknown,Snapchat,df3,1
24,Female,7.533333333333333,4.15,,6.7,0.25,Unknown,Snapchat,df3,1
54,Female,2.75,1.5166666666666666,,8.2,0.7333333333333333,Unknown,Snapchat,df3,1
35,Male,5.966666666666667,3.283333333333333,,7.2,0.4,Unknown,Snapchat,df3,1
25,Other,7.933333333333334,2.783333333333333,,6.6,0.2,Unknown,Facebook,df3,1
25,Male,8.15,2.85,,6.6,0.18333333333333332,Unknown,Facebook,df3,1
36,Female,4.366666666666666,1.5333333333333334,,7.7,0.5666666666666667,Unknown,Facebook,df3,1
29,Male,6.583333333333333,2.3,,7.0,0.3333333333333333,Unknown,Facebook,df3,1
42,Female,4.55,1.1333333333333333,,7.6,0.55,Unknown,WhatsApp,df3,1
29,Female,5.416666666666667,1.35,,7.4,0.4666666666666667,Unknown,WhatsApp,df3,1
30,Male,5.633333333333334,1.4,,7.3,0.43333333333333335,Unknown,WhatsApp,df3,1
41,Female,3.816666666666667,2.4833333333333334,,7.9,0.6166666666666667,Unknown,TikTok,df3,1
23,Other,8.033333333333333,5.216666666666667,,6.6,0.2,Unknown,TikTok,df3,1
42,Female,4.25,2.7666666666666666,,7.7,0.5666666666666667,Unknown,TikTok,df3,1
14,Male,7.433333333333334,4.466666666666667,,6.8,0.25,Unknown,YouTube,df3,1
43,Male,3.7,1.4833333333333334,,7.9,0.6333333333333333,Unknown,Twitter,df3,1
18,Male,7.316666666666666,3.6666666666666665,,6.8,0.26666666666666666,Unknown,Instagram,df3,1
23,Female,8.533333333333333,4.266666666666667,,6.4,0.15,Unknown,Instagram,df3,1
24,Male,7.4,3.7,,6.8,0.26666666666666666,Unknown,Instagram,df3,1
14,Male,6.616666666666666,3.3,,7.0,0.3333333333333333,Unknown,Instagram,df3,1
33,Male,5.583333333333333,3.066666666666667,,7.3,0.43333333333333335,Unknown,Snapchat,df3,1
19,Female,7.8,4.283333333333333,,6.7,0.21666666666666667,Unknown,Snapchat,df3,1
16,Female,7.016666666666667,3.8666666666666667,,6.9,0.3,Unknown,Snapchat,df3,1
20,Male,8.2,2.8666666666666667,,6.5,0.18333333333333332,Unknown,Facebook,df3,1
21,Male,7.466666666666667,1.8666666666666667,,6.8,0.25,Unknown,WhatsApp,df3,1
35,Female,6.083333333333333,3.95,,7.2,0.4,Unknown,TikTok,df3,1
13,Male,7.3,4.75,,6.8,0.26666666666666666,Unknown,TikTok,df3,1
25,Female,8.516666666666667,5.533333333333333,,6.4,0.15,Unknown,TikTok,df3,1
20,Male,7.35,4.416666666666667,,6.8,0.26666666666666666,Unknown,YouTube,df3,1
23,Female,7.966666666666667,3.183333333333333,,6.6,0.2,Unknown,Twitter,df3,1
33,Female,6.583333333333333,3.3,,7.0,0.3333333333333333,Unknown,Instagram,df3,1
23,Male,7.45,3.7333333333333334,,6.8,0.25,Unknown,Instagram,df3,1
43,Female,3.85,2.1166666666666667,,7.8,0.6166666666666667,Unknown,Snapchat,df3,1
14,Male,7.066666666666666,3.8833333333333333,,6.9,0.3,Unknown,Snapchat,df3,1
29,Male,6.283333333333333,3.45,,7.1,0.36666666666666664,Unknown,Snapchat,df3,1
59,Female,3.466666666666667,1.2166666666666666,,8.0,0.65,Unknown,Facebook,df3,0
25,Female,7.333333333333333,2.566666666666667,,6.8,0.26666666666666666,Unknown,Facebook,df3,1
20,Male,7.55,2.65,,6.7,0.25,Unknown,Facebook,df3,1
63,Male,2.7333333333333334,0.6833333333333333,,8.2,0.7333333333333333,Unknown,WhatsApp,df3,0
34,Female,5.95,1.4833333333333334,,7.2,0.4,Unknown,WhatsApp,df3,1
24,Male,8.35,5.433333333333334,,6.5,0.16666666666666666,Unknown,TikTok,df3,1
28,Female,6.566666666666666,4.266666666666667,,7.0,0.35,Unknown,TikTok,df3,1
66,Male,2.433333333333333,1.5833333333333333,,8.3,0.75,Unknown,TikTok,df3,1
57,Male,2.6166666666666667,1.5666666666666667,,8.2,0.7333333333333333,Unknown,YouTube,df3,1
38,Male,3.8333333333333335,2.3,,7.8,0.6166666666666667,Unknown,YouTube,df3,1
57,Male,3.2333333333333334,1.3,,8.0,0.6833333333333333,Unknown,Twitter,df3,1
20,Female,8.45,3.3833333333333333,,6.5,0.15,Unknown,Twitter,df3,1
45,Female,3.5,1.75,,8.0,0.65,Unknown,Instagram,df3,1
17,Male,6.716666666666667,3.3666666666666667,,7.0,0.3333333333333333,Unknown,Instagram,df3,1
31,Male,5.933333333333334,2.966666666666667,,7.2,0.4,Unknown,Instagram,df3,1
25,Female,8.116666666666667,4.466666666666667,,6.6,0.18333333333333332,Unknown,Snapchat,df3,1
20,Female,8.333333333333334,4.583333333333333,,6.5,0.16666666666666666,Unknown,Snapchat,df3,1
28,Female,6.55,3.6,,7.0,0.35,Unknown,Snapchat,df3,1
20,Female,7.383333333333334,2.5833333333333335,,6.8,0.26666666666666666,Unknown,Facebook,df3,1
47,Female,2.6,0.9166666666666666,,8.2,0.7333333333333333,Unknown,Facebook,df3,0
50,Female,2.816666666666667,0.9833333333333333,,8.2,0.7166666666666667,Unknown,Facebook,df3,0
26,Male,6.033333333333333,2.1166666666666667,,7.2,0.4,Unknown,Facebook,df3,1
23,Female,8.0,2.0,,6.6,0.2,Unknown,WhatsApp,df3,1
37,Male,4.216666666666667,1.05,,7.7,0.5833333333333334,Unknown,WhatsApp,df3,1
15,Male,7.433333333333334,1.8666666666666667,,6.8,0.25,Unknown,WhatsApp,df3,1
52,Female,3.6166666666666667,2.35,,7.9,0.6333333333333333,Unknown,TikTok,df3,1
27,Male,5.483333333333333,3.566666666666667,,7.4,0.45,Unknown,TikTok,df3,1
32,Female,5.7,3.7,,7.3,0.43333333333333335,Unknown,TikTok,df3,1
31,Female,5.883333333333334,3.533333333333333,,7.2,0.4166666666666667,Unknown,YouTube,df3,1
39,Female,4.5,1.8,,7.6,0.55,Unknown,Twitter,df3,1
53,Female,2.3666666666666667,0.95,,8.3,0.7666666666666667,Unknown,Twitter,df3,0
49,Female,2.7666666666666666,1.3833333333333333,,8.2,0.7166666666666667,Unknown,Instagram,df3,0
39,Male,3.9833333333333334,2.0,,7.8,0.6,Unknown,Instagram,df3,1
51,Female,3.3833333333333333,1.8666666666666667,,8.0,0.6666666666666666,Unknown,Snapchat,df3,1
30,Female,6.6,3.6333333333333333,,7.0,0.3333333333333333,Unknown,Snapchat,df3,1
36,Other,3.65,1.2833333333333334,,7.9,0.6333333333333333,Unknown,Facebook,df3,0
34,Male,5.866666666666666,2.05,,7.2,0.4166666666666667,Unknown,Facebook,df3,1
20,Male,8.083333333333334,2.8333333333333335,,6.6,0.2,Unknown,Facebook,df3,1
24,Female,8.3,2.9,,6.5,0.16666666666666666,Unknown,Facebook,df3,1
24,Female,8.516666666666667,2.9833333333333334,,6.4,0.15,Unknown,Facebook,df3,1
42,Male,4.266666666666667,1.0666666666666667,,7.7,0.5666666666666667,Unknown,WhatsApp,df3,1
51,Female,3.4833333333333334,0.8666666666666667,,8.0,0.65,Unknown,WhatsApp,df3,0
36,Female,3.533333333333333,2.3,,7.9,0.65,Unknown,TikTok,df3,1
19,Male,7.75,5.033333333333333,,6.7,0.23333333333333334,Unknown,TikTok,df3,1
17,Male,6.966666666666667,4.533333333333333,,6.9,0.3,Unknown,TikTok,df3,1
21,Female,8.183333333333334,5.316666666666666,,6.5,0.18333333333333332,Unknown,TikTok,df3,1
20,Male,8.15,4.883333333333334,,6.6,0.18333333333333332,Unknown,YouTube,df3,1
19,Male,8.366666666666667,5.016666666666667,,6.5,0.16666666666666666,Unknown,YouTube,df3,1
20,Male,8.583333333333334,5.15,,6.4,0.13333333333333333,Unknown,YouTube,df3,1
35,Female,5.416666666666667,2.1666666666666665,,7.4,0.4666666666666667,Unknown,Twitter,df3,1
22,Male,7.633333333333334,3.05,,6.7,0.23333333333333334,Unknown,Twitter,df3,1
23,Female,7.85,3.1333333333333333,,6.6,0.21666666666666667,Unknown,Twitter,df3,1
33,Female,6.033333333333333,3.0166666666666666,,7.2,0.4,Unknown,Instagram,df3,1
47,Female,3.25,1.6333333333333333,,8.0,0.6666666666666666,Unknown,Instagram,df3,1
27,Male,6.65,3.65,,7.0,0.3333333333333333,Unknown,Snapchat,df3,1
24,Male,7.516666666666667,4.133333333333334,,6.7,0.25,Unknown,Snapchat,df3,1
28,Male,5.733333333333333,3.15,,7.3,0.43333333333333335,Unknown,Snapchat,df3,1
20,Female,7.916666666666667,2.7666666666666666,,6.6,0.2,Unknown,Facebook,df3,1
19,Female,8.133333333333333,2.85,,6.6,0.18333333333333332,Unknown,Facebook,df3,1
35,Female,6.533333333333333,1.6333333333333333,,7.0,0.35,Unknown,WhatsApp,df3,1
45,Male,3.8,2.466666666666667,,7.9,0.6166666666666667,Unknown,TikTok,df3,1
23,Female,8.016666666666667,5.216666666666667,,6.6,0.2,Unknown,TikTok,df3,1
41,Other,4.233333333333333,2.75,,7.7,0.5833333333333334,Unknown,TikTok,df3,1
28,Male,6.416666666666667,3.85,,7.1,0.36666666666666664,Unknown,YouTube,df3,1
41,Male,4.633333333333334,2.783333333333333,,7.6,0.5333333333333333,Unknown,YouTube,df3,1
32,Female,5.683333333333334,2.2666666666666666,,7.3,0.43333333333333335,Unknown,Twitter,df3,1
31,Male,6.3,3.15,,7.1,0.36666666666666664,Unknown,Instagram,df3,1
14,Male,7.516666666666667,3.7666666666666666,,6.7,0.25,Unknown,Instagram,df3,1
63,Female,2.3833333333333333,1.2,,8.3,0.7666666666666667,Unknown,Instagram,df3,0
42,Female,3.566666666666667,1.9666666666666666,,7.9,0.65,Unknown,Snapchat,df3,1
27,Other,6.183333333333334,2.1666666666666665,,7.1,0.38333333333333336,Unknown,Facebook,df3,1
48,Male,3.4,1.1833333333333333,,8.0,0.6666666666666666,Unknown,Facebook,df3,0
66,Female,3.6166666666666667,1.2666666666666666,,7.9,0.6333333333333333,Unknown,Facebook,df3,0
69,Male,2.4833333333333334,0.8666666666666667,,8.3,0.75,Unknown,Facebook,df3,0
27,Female,5.7,2.0,,7.3,0.43333333333333335,Unknown,Facebook,df3,1
32,Female,5.45,1.3666666666666667,,7.4,0.45,Unknown,WhatsApp,df3,1
19,Male,7.666666666666667,1.9166666666666667,,6.7,0.23333333333333334,Unknown,WhatsApp,df3,1
31,Female,5.883333333333334,1.4666666666666666,,7.2,0.4166666666666667,Unknown,WhatsApp,df3,1
35,Female,6.1,1.5333333333333334,,7.2,0.38333333333333336,Unknown,WhatsApp,df3,1
27,Male,6.316666666666666,1.5833333333333333,,7.1,0.36666666666666664,Unknown,WhatsApp,df3,1
19,Male,8.066666666666666,5.25,,6.6,0.2,Unknown,TikTok,df3,1
20,Male,8.283333333333333,5.383333333333334,,6.5,0.16666666666666666,Unknown,TikTok,df3,1
66,Female,3.5,2.2666666666666666,,8.0,0.65,Unknown,TikTok,df3,1
13,Female,6.366666666666666,4.133333333333334,,7.1,0.36666666666666664,Unknown,TikTok,df3,1
45,Female,3.3333333333333335,2.0,,8.0,0.6666666666666666,Unknown,YouTube,df3,1
22,Male,7.55,4.533333333333333,,6.7,0.25,Unknown,YouTube,df3,1
50,Female,2.95,1.1833333333333333,,8.1,0.7,Unknown,Twitter,df3,0
58,Male,3.566666666666667,1.7833333333333334,,7.9,0.65,Unknown,Instagram,df3,1
13,Female,6.433333333333334,3.216666666666667,,7.1,0.35,Unknown,Instagram,df3,1
31,Male,5.65,2.8333333333333335,,7.3,0.43333333333333335,Unknown,Instagram,df3,1
32,Female,5.866666666666666,2.933333333333333,,7.2,0.4166666666666667,Unknown,Instagram,df3,1
21,Male,7.833333333333333,4.3,,6.6,0.21666666666666667,Unknown,Snapchat,df3,1
16,Male,7.05,3.8833333333333333,,6.9,0.3,Unknown,Snapchat,df3,1
25,Female,8.45,2.95,,6.5,0.15,Unknown,Facebook,df3,1
61,Male,3.6666666666666665,1.2833333333333334,,7.9,0.6333333333333333,Unknown,Facebook,df3,0
43,Female,3.533333333333333,1.2333333333333334,,7.9,0.65,Unknown,Facebook,df3,0
31,Male,5.75,2.0166666666666666,,7.3,0.43333333333333335,Unknown,Facebook,df3,1
24,Female,7.966666666666667,2.783333333333333,,6.6,0.2,Unknown,Facebook,df3,1
15,Female,6.716666666666667,1.6833333333333333,,7.0,0.3333333333333333,Unknown,WhatsApp,df3,1
25,Male,7.933333333333334,1.9833333333333334,,6.6,0.2,Unknown,WhatsApp,df3,1
20,Female,8.15,2.033333333333333,,6.6,0.18333333333333332,Unknown,WhatsApp,df3,1
16,Female,7.366666666666666,1.8333333333333333,,6.8,0.26666666666666666,Unknown,WhatsApp,df3,1
30,Male,6.583333333333333,1.65,,7.0,0.3333333333333333,Unknown,WhatsApp,df3,1
21,Female,8.333333333333334,5.416666666666667,,6.5,0.16666666666666666,Unknown,TikTok,df3,1
30,Male,6.55,4.25,,7.0,0.35,Unknown,TikTok,df3,1
43,Female,3.4166666666666665,2.216666666666667,,8.0,0.6666666666666666,Unknown,TikTok,df3,1
21,Male,7.633333333333334,4.966666666666667,,6.7,0.23333333333333334,Unknown,TikTok,df3,1
42,Female,3.6,2.1666666666666665,,7.9,0.6333333333333333,Unknown,YouTube,df3,1
30,Male,5.816666666666666,3.4833333333333334,,7.3,0.4166666666666667,Unknown,YouTube,df3,1
17,Female,7.216666666666667,2.8833333333333333,,6.8,0.2833333333333333,Unknown,Twitter,df3,1
42,Female,4.433333333333334,1.7666666666666666,,7.7,0.55,Unknown,Twitter,df3,1
17,Female,6.483333333333333,3.2333333333333334,,7.1,0.35,Unknown,Instagram,df3,1
21,Female,7.7,3.85,,6.7,0.23333333333333334,Unknown,Instagram,df3,1
14,Female,6.916666666666667,3.466666666666667,,6.9,0.3,Unknown,Instagram,df3,1
22,Male,8.133333333333333,4.066666666666666,,6.6,0.18333333333333332,Unknown,Instagram,df3,1
42,Male,4.1,2.25,,7.8,0.5833333333333334,Unknown,Snapchat,df3,1
63,Male,3.316666666666667,1.8166666666666667,,8.0,0.6666666666666666,Unknown,Snapchat,df3,1
18,Male,6.366666666666666,2.2333333333333334,,7.1,0.36666666666666664,Unknown,Facebook,df3,1
43,Female,3.9833333333333334,1.0,,7.8,0.6,Unknown,WhatsApp,df3,0
62,Other,3.2,0.8,,8.0,0.6833333333333333,Unknown,WhatsApp,df3,0
27,Female,6.416666666666667,1.6,,7.1,0.36666666666666664,Unknown,WhatsApp,df3,1
45,Male,4.6,2.9833333333333334,,7.6,0.5333333333333333,Unknown,TikTok,df3,1
22,Male,7.466666666666667,4.85,,6.8,0.25,Unknown,TikTok,df3,1
19,Female,7.683333333333334,5.0,,6.7,0.23333333333333334,Unknown,TikTok,df3,1
32,Male,5.9,3.8333333333333335,,7.2,0.4166666666666667,Unknown,TikTok,df3,1
33,Female,6.116666666666666,3.9833333333333334,,7.2,0.38333333333333336,Unknown,TikTok,df3,1
34,Female,5.866666666666666,3.5166666666666666,,7.2,0.4166666666666667,Unknown,YouTube,df3,1
45,Female,4.083333333333333,2.45,,7.8,0.6,Unknown,YouTube,df3,1
35,Female,6.3,3.783333333333333,,7.1,0.36666666666666664,Unknown,YouTube,df3,1
36,Male,4.483333333333333,1.8,,7.7,0.55,Unknown,Twitter,df3,1
33,Female,5.35,2.1333333333333333,,7.4,0.4666666666666667,Unknown,Twitter,df3,1
16,Male,6.566666666666666,2.6333333333333333,,7.0,0.35,Unknown,Twitter,df3,1
19,Female,7.75,3.8666666666666667,,6.7,0.23333333333333334,Unknown,Instagram,df3,1
19,Female,8.366666666666667,4.6,,6.5,0.16666666666666666,Unknown,Snapchat,df3,1
28,Female,6.583333333333333,3.6166666666666667,,7.0,0.3333333333333333,Unknown,Snapchat,df3,1
43,Female,3.45,1.9,,8.0,0.65,Unknown,Snapchat,df3,1
21,Male,7.633333333333334,2.6666666666666665,,6.7,0.23333333333333334,Unknown,Facebook,df3,1
34,Male,5.85,2.05,,7.2,0.4166666666666667,Unknown,Facebook,df3,1
39,Female,4.066666666666666,1.4166666666666667,,7.8,0.6,Unknown,Facebook,df3,1
25,Female,8.283333333333333,2.9,,6.5,0.16666666666666666,Unknown,Facebook,df3,1
21,Female,8.5,2.966666666666667,,6.4,0.15,Unknown,Facebook,df3,1
21,Female,7.366666666666666,2.5833333333333335,,6.8,0.26666666666666666,Unknown,Facebook,df3,1
19,Male,8.25,2.066666666666667,,6.5,0.16666666666666666,Unknown,WhatsApp,df3,1
20,Male,7.516666666666667,4.883333333333334,,6.7,0.25,Unknown,TikTok,df3,1
14,Female,6.733333333333333,4.383333333333334,,7.0,0.3333333333333333,Unknown,TikTok,df3,1
15,Female,7.133333333333334,4.283333333333333,,6.9,0.2833333333333333,Unknown,YouTube,df3,1
22,Male,8.35,5.016666666666667,,6.5,0.16666666666666666,Unknown,YouTube,df3,1
26,Female,6.566666666666666,3.933333333333333,,7.0,0.35,Unknown,YouTube,df3,1
19,Female,7.433333333333334,4.466666666666667,,6.8,0.25,Unknown,YouTube,df3,1
32,Female,5.4,2.1666666666666665,,7.4,0.4666666666666667,Unknown,Twitter,df3,1
21,Female,7.616666666666666,3.05,,6.7,0.23333333333333334,Unknown,Twitter,df3,1
24,Female,7.833333333333333,3.1333333333333333,,6.6,0.21666666666666667,Unknown,Twitter,df3,1
63,Male,3.0166666666666666,1.5,,8.1,0.7,Unknown,Instagram,df3,1
31,Male,6.233333333333333,3.1166666666666667,,7.1,0.38333333333333336,Unknown,Instagram,df3,1
41,Male,4.45,2.2333333333333334,,7.7,0.55,Unknown,Instagram,df3,1
17,Male,7.633333333333334,4.2,,6.7,0.23333333333333334,Unknown,Snapchat,df3,1
39,Male,3.5,1.9333333333333333,,8.0,0.65,Unknown,Snapchat,df3,1
22,Other,7.716666666666667,4.25,,6.7,0.23333333333333334,Unknown,Snapchat,df3,1
16,Female,6.9,2.4166666666666665,,6.9,0.31666666666666665,Unknown,Facebook,df3,1
25,Female,8.116666666666667,2.8333333333333335,,6.6,0.18333333333333332,Unknown,Facebook,df3,1
21,Male,8.516666666666667,2.1333333333333333,,6.4,0.15,Unknown,WhatsApp,df3,1
22,Female,7.383333333333334,1.85,,6.8,0.26666666666666666,Unknown,WhatsApp,df3,1
17,Male,6.783333333333333,4.416666666666667,,7.0,0.31666666666666665,Unknown,TikTok,df3,1
44,Male,4.0,2.6,,7.8,0.6,Unknown,TikTok,df3,1
17,Female,7.216666666666667,4.683333333333334,,6.8,0.2833333333333333,Unknown,TikTok,df3,1
19,Female,8.433333333333334,5.483333333333333,,6.5,0.15,Unknown,TikTok,df3,1
19,Female,8.4,5.033333333333333,,6.5,0.16666666666666666,Unknown,YouTube,df3,1
49,Male,3.6166666666666667,2.1666666666666665,,7.9,0.6333333333333333,Unknown,YouTube,df3,1
69,Male,2.4833333333333334,1.4833333333333334,,8.3,0.75,Unknown,YouTube,df3,0
23,Male,7.7,4.616666666666666,,6.7,0.23333333333333334,Unknown,YouTube,df3,1
22,Female,7.666666666666667,3.066666666666667,,6.7,0.23333333333333334,Unknown,Twitter,df3,1
22,Female,7.883333333333334,3.15,,6.6,0.21666666666666667,Unknown,Twitter,df3,1
34,Female,6.1,2.433333333333333,,7.2,0.38333333333333336,Unknown,Twitter,df3,1
43,Female,4.316666666666666,1.7333333333333334,,7.7,0.5666666666666667,Unknown,Twitter,df3,1
33,Male,6.283333333333333,3.1333333333333333,,7.1,0.36666666666666664,Unknown,Instagram,df3,1
44,Female,4.5,2.25,,7.6,0.55,Unknown,Instagram,df3,1
41,Female,3.3666666666666667,1.6833333333333333,,8.0,0.6666666666666666,Unknown,Instagram,df3,1
13,Female,6.583333333333333,3.3,,7.0,0.3333333333333333,Unknown,Instagram,df3,1
24,Male,7.55,4.15,,6.7,0.25,Unknown,Snapchat,df3,1
29,Male,5.766666666666667,3.1666666666666665,,7.3,0.4166666666666667,Unknown,Snapchat,df3,1
16,Female,7.166666666666667,2.5,,6.8,0.2833333333333333,Unknown,Facebook,df3,1
32,Male,6.383333333333334,2.2333333333333334,,7.1,0.36666666666666664,Unknown,Facebook,df3,1
49,Male,2.433333333333333,0.6,,8.3,0.75,Unknown,WhatsApp,df3,0
20,Female,7.65,1.9166666666666667,,6.7,0.23333333333333334,Unknown,WhatsApp,df3,1
19,Female,7.866666666666666,1.9666666666666666,,6.6,0.21666666666666667,Unknown,WhatsApp,df3,1
47,Male,3.05,1.9833333333333334,,8.1,0.7,Unknown,TikTok,df3,1
66,Male,3.2666666666666666,2.1166666666666667,,8.0,0.6666666666666666,Unknown,TikTok,df3,1
42,Female,4.483333333333333,2.9166666666666665,,7.7,0.55,Unknown,TikTok,df3,1
28,Female,6.666666666666667,4.0,,7.0,0.3333333333333333,Unknown,YouTube,df3,1
38,Other,3.533333333333333,2.1166666666666667,,7.9,0.65,Unknown,YouTube,df3,1
68,Male,2.75,1.65,,8.2,0.7333333333333333,Unknown,YouTube,df3,1
33,Male,5.933333333333334,2.3666666666666667,,7.2,0.4,Unknown,Twitter,df3,1
24,Female,8.15,3.2666666666666666,,6.6,0.18333333333333332,Unknown,Twitter,df3,1
31,Female,6.366666666666666,2.55,,7.1,0.36666666666666664,Unknown,Twitter,df3,1
45,Male,4.55,2.2666666666666666,,7.6,0.55,Unknown,Instagram,df3,1
13,Male,6.416666666666667,3.2,,7.1,0.36666666666666664,Unknown,Instagram,df3,1
41,Male,3.6333333333333333,1.8166666666666667,,7.9,0.6333333333333333,Unknown,Instagram,df3,1
15,Male,6.85,3.433333333333333,,6.9,0.31666666666666665,Unknown,Instagram,df3,1
58,Female,2.816666666666667,1.55,,8.2,0.7166666666666667,Unknown,Snapchat,df3,1
26,Male,6.033333333333333,3.316666666666667,,7.2,0.4,Unknown,Snapchat,df3,1
22,Male,8.433333333333334,2.95,,6.5,0.15,Unknown,Facebook,df3,1
20,Female,8.65,3.033333333333333,,6.4,0.13333333333333333,Unknown,Facebook,df3,1
31,Female,5.7,1.4333333333333333,,7.3,0.43333333333333335,Unknown,WhatsApp,df3,1
13,Male,7.316666666666666,4.75,,6.8,0.26666666666666666,Unknown,TikTok,df3,1
35,Female,6.533333333333333,4.25,,7.0,0.35,Unknown,TikTok,df3,1
33,Male,5.4,3.5166666666666666,,7.4,0.4666666666666667,Unknown,TikTok,df3,1
19,Male,7.583333333333333,4.55,,6.7,0.23333333333333334,Unknown,YouTube,df3,1
16,Female,7.2,2.8833333333333333,,6.8,0.2833333333333333,Unknown,Twitter,df3,1
25,Female,8.416666666666666,3.3666666666666667,,6.5,0.16666666666666666,Unknown,Twitter,df3,1
42,Female,3.466666666666667,1.7333333333333334,,8.0,0.65,Unknown,Instagram,df3,1
21,Male,7.683333333333334,3.8333333333333335,,6.7,0.23333333333333334,Unknown,Instagram,df3,1
29,Male,6.083333333333333,3.35,,7.2,0.4,Unknown,Snapchat,df3,1
30,Male,6.3,3.466666666666667,,7.1,0.36666666666666664,Unknown,Snapchat,df3,1
38,Male,3.35,1.1666666666666667,,8.0,0.6666666666666666,Unknown,Facebook,df3,0
20,Male,7.566666666666666,2.65,,6.7,0.25,Unknown,Facebook,df3,1
17,Male,6.783333333333333,2.3666666666666667,,7.0,0.31666666666666665,Unknown,Facebook,df3,1
32,Male,5.966666666666667,1.5,,7.2,0.4,Unknown,WhatsApp,df3,1
24,Female,8.583333333333334,5.583333333333333,,6.4,0.13333333333333333,Unknown,TikTok,df3,1
63,Female,2.85,1.7166666666666666,,8.1,0.7166666666666667,Unknown,YouTube,df3,1
20,Male,8.066666666666666,4.833333333333333,,6.6,0.2,Unknown,YouTube,df3,1
28,Male,6.283333333333333,3.7666666666666666,,7.1,0.36666666666666664,Unknown,YouTube,df3,1
26,Female,6.5,3.9,,7.0,0.35,Unknown,YouTube,df3,1
14,Female,7.466666666666667,2.9833333333333334,,6.8,0.25,Unknown,Twitter,df3,1
32,Female,5.333333333333333,2.1333333333333333,,7.4,0.4666666666666667,Unknown,Twitter,df3,1
24,Male,7.733333333333333,3.8666666666666667,,6.7,0.23333333333333334,Unknown,Instagram,df3,1
45,Male,4.35,2.4,,7.7,0.5666666666666667,Unknown,Snapchat,df3,1
41,Male,4.566666666666666,2.5166666666666666,,7.6,0.55,Unknown,Snapchat,df3,1
32,Male,5.616666666666666,1.9666666666666666,,7.3,0.43333333333333335,Unknown,Facebook,df3,1
49,Female,2.8333333333333335,0.9833333333333333,,8.2,0.7166666666666667,Unknown,Facebook,df3,0
31,Female,6.05,2.1166666666666667,,7.2,0.4,Unknown,Facebook,df3,1
36,Male,4.233333333333333,1.0666666666666667,,7.7,0.5833333333333334,Unknown,WhatsApp,df3,1
